supplier_id,data_id,atraso_medio,perc_reclamacoes_abertas,score_confiabilidade,classificacao_risco
100000000172,2025-06-01,0.2,0.61,91.38,Confiável
100000000172,2025-07-01,1.1,0.15,89.84,Confiável
100000000172,2025-08-01,0.6,0.16,88.53,Confiável
100000000172,2025-09-01,0.6,0.39,89.58,Confiável
100000000172,2025-10-01,1.2,0.61,87.43,Confiável
100000000172,2025-11-01,2.0,0.33,88.83,Confiável
100000000172,2025-12-01,1.4,0.89,87.06,Confiável
100000000172,2026-01-01,1.7,0.53,87.64,Confiável
100000000172,2026-02-01,1.0,0.93,85.15,Confiável
100000000173,2025-03-01,1.4,0.17,89.29,Confiável
100000000173,2025-04-01,1.1,0.74,90.05,Confiável
100000000173,2025-05-01,1.0,0.41,94.75,Confiável
100000000173,2025-06-01,1.8,0.64,89.61,Confiável
100000000173,2025-07-01,1.8,0.14,90.27,Confiável
100000000173,2025-08-01,1.6,0.46,85.26,Confiável
100000000173,2025-09-01,1.0,0.41,91.91,Confiável
100000000173,2025-10-01,0.5,0.69,92.32,Confiável
100000000173,2025-11-01,1.2,0.73,90.38,Confiável
100000000173,2025-12-01,1.6,0.58,89.97,Confiável
100000000173,2026-01-01,1.6,0.07,88.75,Confiável
100000000173,2026-02-01,1.5,0.65,89.07,Confiável
100000000174,2025-03-01,0.5,0.71,91.0,Confiável
100000000174,2025-04-01,0.7,0.51,91.08,Confiável
100000000174,2025-05-01,0.1,0.44,89.96,Confiável
100000000174,2025-06-01,1.4,0.56,90.54,Confiável
100000000174,2025-07-01,0.1,0.99,92.09,Confiável
100000000174,2025-08-01,1.3,0.5,92.46,Confiável
100000000174,2025-09-01,0.9,0.17,90.27,Confiável
100000000174,2025-10-01,0.7,0.85,85.65,Confiável
100000000174,2025-11-01,0.7,0.24,91.55,Confiável
100000000174,2025-12-01,0.1,0.91,88.74,Confiável
100000000174,2026-01-01,1.9,0.13,92.87,Confiável
100000000174,2026-02-01,0.0,0.12,93.33,Confiável
100000000175,2025-03-01,0.6,0.71,91.01,Confiável
100000000175,2025-04-01,1.5,0.91,88.85,Confiável
100000000175,2025-05-01,1.2,0.64,88.08,Confiável
100000000175,2025-06-01,1.5,0.74,85.83,Confiável
100000000175,2025-07-01,0.2,0.86,88.06,Confiável
100000000175,2025-08-01,0.7,0.9,87.01,Confiável
100000000175,2025-09-01,1.7,0.17,87.46,Confiável
100000000175,2025-10-01,1.2,0.66,93.36,Confiável
100000000175,2025-11-01,0.9,0.41,88.95,Confiável
100000000175,2025-12-01,0.1,0.13,94.3,Confiável
100000000175,2026-01-01,0.6,0.12,89.25,Confiável
100000000175,2026-02-01,0.3,0.35,91.88,Confiável
100000000176,2025-03-01,0.8,0.83,89.27,Confiável
100000000176,2025-04-01,0.2,0.02,88.21,Confiável
100000000176,2025-05-01,0.2,0.28,92.13,Confiável
100000000176,2025-06-01,1.8,0.61,83.08,Atenção
100000000176,2025-07-01,1.9,0.23,86.25,Confiável
100000000176,2025-08-01,0.6,0.16,86.58,Confiável
100000000176,2025-09-01,1.2,0.63,84.9,Atenção
100000000176,2025-10-01,1.4,0.71,86.85,Confiável
100000000176,2025-11-01,0.7,0.18,85.07,Confiável
100000000176,2025-12-01,0.1,0.72,87.82,Confiável
100000000176,2026-01-01,1.9,0.25,86.9,Confiável
100000000176,2026-02-01,1.5,0.46,84.77,Atenção
100000000177,2025-03-01,1.1,0.29,88.86,Confiável
100000000177,2025-04-01,0.8,0.95,84.32,Atenção
100000000177,2025-05-01,1.2,0.49,87.92,Confiável
100000000177,2025-06-01,1.3,0.32,90.79,Confiável
100000000177,2025-07-01,1.5,0.94,84.95,Atenção
100000000177,2025-08-01,1.7,0.06,88.02,Confiável
100000000177,2025-09-01,0.0,0.39,88.52,Confiável
100000000177,2025-10-01,0.0,0.11,91.29,Confiável
100000000177,2025-11-01,1.6,0.05,85.31,Confiável
100000000177,2025-12-01,1.6,0.4,90.13,Confiável
100000000177,2026-01-01,1.0,0.84,88.83,Confiável
100000000177,2026-02-01,1.8,0.62,86.28,Confiável
100000000178,2025-03-01,0.9,0.53,87.67,Confiável
100000000178,2025-04-01,0.6,0.96,87.74,Confiável
100000000178,2025-05-01,0.9,0.8,84.28,Atenção
100000000178,2025-06-01,0.1,0.73,88.14,Confiável
100000000178,2025-07-01,1.1,0.8,84.35,Atenção
100000000178,2025-08-01,1.5,0.85,86.11,Confiável
100000000178,2025-09-01,0.6,0.55,89.28,Confiável
100000000178,2025-10-01,1.4,0.4,87.81,Confiável
100000000178,2025-11-01,1.8,0.93,85.19,Confiável
100000000178,2025-12-01,0.4,0.89,88.96,Confiável
100000000178,2026-01-01,1.0,0.96,89.09,Confiável
100000000178,2026-02-01,1.7,0.63,84.28,Atenção
100000000179,2025-03-01,12.3,11.73,40.0,Alto Risco
100000000179,2025-04-01,14.5,17.35,40.0,Alto Risco
100000000179,2025-05-01,12.3,11.2,40.0,Alto Risco
100000000179,2025-06-01,15.0,8.04,40.0,Alto Risco
100000000179,2025-07-01,14.2,18.03,40.0,Alto Risco
100000000179,2025-08-01,12.4,15.23,40.0,Alto Risco
100000000179,2025-09-01,10.6,10.59,40.0,Alto Risco
100000000179,2025-10-01,11.3,9.13,40.0,Alto Risco
100000000179,2025-11-01,11.6,10.69,40.0,Alto Risco
100000000179,2025-12-01,8.3,5.7,40.0,Alto Risco
100000000179,2026-01-01,7.8,15.86,40.0,Alto Risco
100000000179,2026-02-01,11.9,15.3,40.0,Alto Risco
100000000180,2025-03-01,1.0,0.5,92.24,Confiável
100000000180,2025-04-01,0.7,0.3,92.26,Confiável
100000000180,2025-05-01,1.4,0.66,87.74,Confiável
100000000180,2025-06-01,0.6,0.01,92.85,Confiável
100000000180,2025-07-01,1.3,0.78,90.29,Confiável
100000000180,2025-08-01,0.4,0.92,92.89,Confiável
100000000180,2025-09-01,1.8,0.38,88.65,Confiável
100000000180,2025-10-01,0.1,0.91,92.31,Confiável
100000000180,2025-11-01,0.5,0.56,91.67,Confiável
100000000180,2025-12-01,1.8,0.82,92.93,Confiável
100000000180,2026-01-01,1.1,0.79,90.9,Confiável
100000000180,2026-02-01,1.4,0.05,90.17,Confiável
100000000181,2025-03-01,1.7,0.73,83.66,Atenção
100000000181,2025-04-01,1.2,0.1,86.26,Confiável
100000000181,2025-05-01,0.3,0.59,88.11,Confiável
100000000181,2025-06-01,1.3,0.12,85.96,Confiável
100000000181,2025-07-01,0.1,0.83,90.84,Confiável
100000000181,2025-08-01,0.6,0.08,87.38,Confiável
100000000181,2025-09-01,1.6,0.09,90.08,Confiável
100000000181,2025-10-01,1.6,0.15,84.0,Atenção
100000000181,2025-11-01,1.4,0.09,85.62,Confiável
100000000181,2025-12-01,1.9,0.92,84.18,Atenção
100000000181,2026-01-01,0.9,0.06,89.64,Confiável
100000000181,2026-02-01,0.4,0.42,91.54,Confiável
100000000182,2025-03-01,0.7,0.21,89.18,Confiável
100000000182,2025-04-01,0.5,0.24,92.46,Confiável
100000000182,2025-05-01,1.2,0.68,86.93,Confiável
100000000182,2025-06-01,0.8,0.21,86.87,Confiável
100000000182,2025-07-01,1.2,0.77,90.24,Confiável
100000000182,2025-08-01,1.9,0.89,88.15,Confiável
100000000182,2025-09-01,0.1,0.5,90.29,Confiável
100000000182,2025-10-01,0.6,0.32,90.34,Confiável
100000000182,2025-11-01,1.3,0.95,88.79,Confiável
100000000182,2025-12-01,1.3,0.22,91.76,Confiável
100000000182,2026-01-01,0.8,0.01,90.71,Confiável
100000000182,2026-02-01,0.2,0.35,88.86,Confiável
100000000183,2025-03-01,7.4,10.19,40.0,Alto Risco
100000000183,2025-04-01,14.9,8.26,40.0,Alto Risco
100000000183,2025-05-01,14.7,13.96,40.0,Alto Risco
100000000183,2025-06-01,10.0,19.11,40.0,Alto Risco
100000000183,2025-07-01,13.1,10.54,40.0,Alto Risco
100000000183,2025-08-01,8.2,15.77,40.0,Alto Risco
100000000183,2025-09-01,10.5,7.36,40.0,Alto Risco
100000000183,2025-10-01,8.5,12.03,40.0,Alto Risco
100000000183,2025-11-01,13.4,10.61,40.0,Alto Risco
100000000183,2025-12-01,8.9,11.54,40.0,Alto Risco
100000000183,2026-01-01,11.6,14.12,40.0,Alto Risco
100000000183,2026-02-01,13.0,7.77,40.0,Alto Risco
100000000184,2025-03-01,3.4,3.07,63.53,Alto Risco
100000000184,2025-04-01,4.2,3.19,66.4,Alto Risco
100000000184,2025-05-01,4.2,4.6,59.99,Alto Risco
100000000184,2025-06-01,4.2,1.28,69.23,Alto Risco
100000000184,2025-07-01,5.9,1.92,65.72,Alto Risco
100000000184,2025-08-01,3.7,3.85,64.1,Alto Risco
100000000184,2025-09-01,5.7,4.12,62.95,Alto Risco
100000000184,2025-10-01,5.0,4.42,59.13,Alto Risco
100000000184,2025-11-01,5.6,2.45,61.87,Alto Risco
100000000184,2025-12-01,5.8,1.47,60.74,Alto Risco
100000000184,2026-01-01,5.6,3.61,58.26,Alto Risco
100000000184,2026-02-01,5.2,3.77,58.22,Alto Risco
100000000185,2025-03-01,1.4,0.76,86.44,Confiável
100000000185,2025-04-01,0.4,0.37,88.95,Confiável
100000000185,2025-05-01,1.9,0.7,81.19,Atenção
100000000185,2025-06-01,1.3,0.83,84.45,Atenção
100000000185,2025-07-01,1.1,0.6,84.95,Atenção
100000000185,2025-08-01,1.8,0.61,88.26,Confiável
100000000185,2025-09-01,1.0,0.11,87.14,Confiável
100000000185,2025-10-01,0.6,0.29,87.35,Confiável
100000000185,2025-11-01,1.0,0.85,87.24,Confiável
100000000185,2025-12-01,1.0,0.14,85.44,Confiável
100000000185,2026-01-01,0.5,0.79,87.32,Confiável
100000000185,2026-02-01,1.9,0.4,86.29,Confiável
100000000186,2025-03-01,2.0,0.99,85.18,Confiável
100000000186,2025-04-01,1.9,0.8,82.5,Atenção
100000000186,2025-05-01,1.2,0.11,84.17,Atenção
100000000186,2025-06-01,1.1,0.52,87.13,Confiável
100000000186,2025-07-01,1.7,0.74,88.56,Confiável
100000000186,2025-08-01,0.1,0.82,88.02,Confiável
100000000186,2025-09-01,1.6,0.81,85.5,Confiável
100000000186,2025-10-01,0.5,0.8,89.14,Confiável
100000000186,2025-11-01,0.0,0.09,92.9,Confiável
100000000186,2025-12-01,1.0,0.28,89.14,Confiável
100000000186,2026-01-01,1.0,1.0,88.5,Confiável
100000000186,2026-02-01,0.1,0.13,89.96,Confiável
100000000187,2025-03-01,3.1,2.33,64.02,Alto Risco
100000000187,2025-04-01,5.1,4.14,57.05,Alto Risco
100000000187,2025-05-01,3.9,4.12,57.28,Alto Risco
100000000187,2025-06-01,3.3,3.6,62.65,Alto Risco
100000000187,2025-07-01,6.0,4.11,55.89,Alto Risco
100000000187,2025-08-01,5.6,4.32,54.36,Alto Risco
100000000187,2025-09-01,3.8,2.03,62.6,Alto Risco
100000000187,2025-10-01,3.8,1.34,65.29,Alto Risco
100000000187,2025-11-01,3.7,2.11,62.36,Alto Risco
100000000187,2025-12-01,5.1,3.57,56.88,Alto Risco
100000000187,2026-01-01,3.8,4.62,57.98,Alto Risco
100000000187,2026-02-01,5.8,3.25,54.07,Alto Risco
100000000188,2025-03-01,2.0,0.06,91.67,Confiável
100000000188,2025-04-01,0.3,0.43,91.45,Confiável
100000000188,2025-05-01,0.1,0.19,93.19,Confiável
100000000188,2025-06-01,0.0,0.09,92.06,Confiável
100000000188,2025-07-01,0.2,0.08,90.48,Confiável
100000000188,2025-08-01,1.7,0.73,90.85,Confiável
100000000188,2025-09-01,0.6,0.54,93.57,Confiável
100000000188,2025-10-01,0.2,0.49,96.35,Confiável
100000000188,2025-11-01,0.0,0.78,97.49,Confiável
100000000188,2025-12-01,2.0,0.49,85.53,Confiável
100000000188,2026-01-01,1.0,0.07,89.99,Confiável
100000000188,2026-02-01,1.5,0.62,86.73,Confiável
100000000189,2025-03-01,1.5,0.03,87.26,Confiável
100000000189,2025-04-01,1.9,0.06,84.99,Atenção
100000000189,2025-05-01,1.0,0.9,87.07,Confiável
100000000189,2025-06-01,1.6,0.64,88.06,Confiável
100000000189,2025-07-01,0.4,0.02,91.09,Confiável
100000000189,2025-08-01,0.5,0.36,82.38,Atenção
100000000189,2025-09-01,1.4,0.87,89.35,Confiável
100000000189,2025-10-01,1.3,0.43,85.14,Confiável
100000000189,2025-11-01,0.0,0.85,88.54,Confiável
100000000189,2025-12-01,1.6,0.06,84.49,Atenção
100000000189,2026-01-01,0.9,0.14,87.43,Confiável
100000000189,2026-02-01,0.2,0.01,93.99,Confiável
100000000190,2025-03-01,1.2,0.68,84.89,Atenção
100000000190,2025-04-01,1.9,0.4,84.97,Atenção
100000000190,2025-05-01,1.9,0.33,81.37,Atenção
100000000190,2025-06-01,0.4,0.32,87.3,Confiável
100000000190,2025-07-01,1.9,1.0,84.29,Atenção
100000000190,2025-08-01,1.8,0.19,84.81,Atenção
100000000190,2025-09-01,0.8,0.45,89.82,Confiável
100000000190,2025-10-01,1.9,0.85,80.75,Atenção
100000000190,2025-11-01,0.4,0.64,87.96,Confiável
100000000190,2025-12-01,0.1,0.22,89.82,Confiável
100000000190,2026-01-01,1.3,0.66,80.97,Atenção
100000000190,2026-02-01,0.9,0.03,88.58,Confiável
100000000191,2025-03-01,0.8,0.28,88.66,Confiável
100000000191,2025-04-01,0.1,0.83,90.29,Confiável
100000000191,2025-05-01,0.9,0.24,85.91,Confiável
100000000191,2025-06-01,1.2,0.91,88.68,Confiável
100000000191,2025-07-01,1.4,0.13,87.78,Confiável
100000000191,2025-08-01,1.4,0.96,87.83,Confiável
100000000191,2025-09-01,0.4,0.64,89.82,Confiável
100000000191,2025-10-01,1.6,0.07,86.89,Confiável
100000000191,2025-11-01,1.8,0.18,86.82,Confiável
100000000191,2025-12-01,1.1,0.9,86.83,Confiável
100000000191,2026-01-01,1.6,0.19,87.33,Confiável
100000000191,2026-02-01,0.5,0.18,90.47,Confiável
100000000192,2025-03-01,3.1,4.81,56.91,Alto Risco
100000000192,2025-04-01,5.2,3.03,53.47,Alto Risco
100000000192,2025-05-01,4.1,1.82,57.07,Alto Risco
100000000192,2025-06-01,4.5,2.45,55.59,Alto Risco
100000000192,2025-07-01,4.7,3.1,59.32,Alto Risco
100000000192,2025-08-01,6.0,4.81,49.85,Alto Risco
100000000192,2025-09-01,4.2,1.59,58.25,Alto Risco
100000000192,2025-10-01,5.6,3.62,51.07,Alto Risco
100000000192,2025-11-01,6.0,2.59,52.86,Alto Risco
100000000192,2025-12-01,4.2,3.4,57.14,Alto Risco
100000000192,2026-01-01,5.3,4.5,51.84,Alto Risco
100000000192,2026-02-01,3.5,2.32,60.32,Alto Risco
100000000193,2025-03-01,11.4,18.44,40.0,Alto Risco
100000000193,2025-04-01,9.7,5.08,40.0,Alto Risco
100000000193,2025-05-01,15.0,10.93,40.0,Alto Risco
100000000193,2025-06-01,13.9,15.33,40.0,Alto Risco
100000000193,2025-07-01,12.1,17.69,40.0,Alto Risco
100000000193,2025-08-01,12.2,15.16,40.0,Alto Risco
100000000193,2025-09-01,7.7,17.32,40.0,Alto Risco
100000000193,2025-10-01,7.7,15.96,40.0,Alto Risco
100000000193,2025-11-01,10.0,16.61,40.0,Alto Risco
100000000193,2025-12-01,12.8,16.66,40.0,Alto Risco
100000000193,2026-01-01,12.9,18.52,40.0,Alto Risco
100000000193,2026-02-01,11.1,18.43,40.0,Alto Risco
100000000194,2025-03-01,2.0,0.77,87.15,Confiável
100000000194,2025-04-01,1.1,0.27,93.76,Confiável
100000000194,2025-05-01,1.0,0.05,86.02,Confiável
100000000194,2025-06-01,0.6,0.68,93.05,Confiável
100000000194,2025-07-01,1.8,0.46,91.23,Confiável
100000000194,2025-08-01,1.9,0.44,85.78,Confiável
100000000194,2025-09-01,0.9,0.88,88.78,Confiável
100000000194,2025-10-01,0.5,0.52,90.28,Confiável
100000000194,2025-11-01,0.8,0.39,90.17,Confiável
100000000194,2025-12-01,0.7,0.61,90.3,Confiável
100000000194,2026-01-01,1.8,0.41,87.58,Confiável
100000000194,2026-02-01,0.6,0.04,90.06,Confiável
100000000195,2025-03-01,2.0,0.97,81.92,Atenção
100000000195,2025-04-01,0.5,0.42,85.1,Confiável
100000000195,2025-05-01,0.9,0.36,88.33,Confiável
100000000195,2025-06-01,0.5,0.68,91.3,Confiável
100000000195,2025-07-01,0.0,0.9,91.39,Confiável
100000000195,2025-08-01,1.5,0.93,83.45,Atenção
100000000195,2025-09-01,0.4,0.05,87.54,Confiável
100000000195,2025-10-01,0.4,0.1,91.02,Confiável
100000000195,2025-11-01,0.4,0.89,89.28,Confiável
100000000195,2025-12-01,1.0,0.75,86.37,Confiável
100000000195,2026-01-01,0.2,0.33,88.37,Confiável
100000000195,2026-02-01,1.2,0.85,86.34,Confiável
100000000196,2025-03-01,0.7,0.49,87.17,Confiável
100000000196,2025-04-01,1.7,0.75,83.05,Atenção
100000000196,2025-05-01,0.3,0.47,89.55,Confiável
100000000196,2025-06-01,0.4,0.7,89.26,Confiável
100000000196,2025-07-01,1.8,0.6,83.7,Atenção
100000000196,2025-08-01,1.5,0.29,84.77,Atenção
100000000196,2025-09-01,1.6,0.81,85.12,Confiável
100000000196,2025-10-01,1.4,0.1,83.74,Atenção
100000000196,2025-11-01,0.8,0.13,87.93,Confiável
100000000196,2025-12-01,1.1,0.95,84.43,Atenção
100000000196,2026-01-01,1.2,0.48,89.45,Confiável
100000000196,2026-02-01,0.9,0.47,86.99,Confiável
100000000197,2025-03-01,4.4,4.41,59.16,Alto Risco
100000000197,2025-04-01,3.6,3.15,63.61,Alto Risco
100000000197,2025-05-01,5.5,4.69,47.3,Alto Risco
100000000197,2025-06-01,5.5,1.26,60.2,Alto Risco
100000000197,2025-07-01,5.2,3.75,59.44,Alto Risco
100000000197,2025-08-01,4.0,2.71,62.69,Alto Risco
100000000197,2025-09-01,3.2,1.49,65.45,Alto Risco
100000000197,2025-10-01,4.5,3.8,54.88,Alto Risco
100000000197,2025-11-01,5.3,2.87,53.31,Alto Risco
100000000197,2025-12-01,4.6,2.51,57.43,Alto Risco
100000000197,2026-01-01,4.6,3.79,58.18,Alto Risco
100000000197,2026-02-01,3.2,2.67,63.32,Alto Risco
100000000198,2025-03-01,5.9,2.31,57.84,Alto Risco
100000000198,2025-04-01,4.1,1.1,65.83,Alto Risco
100000000198,2025-05-01,4.6,2.3,63.41,Alto Risco
100000000198,2025-06-01,3.1,2.71,64.44,Alto Risco
100000000198,2025-07-01,4.8,2.99,63.49,Alto Risco
100000000198,2025-08-01,3.6,4.79,61.71,Alto Risco
100000000198,2025-09-01,4.8,3.51,59.81,Alto Risco
100000000198,2025-10-01,6.0,3.16,62.75,Alto Risco
100000000198,2025-11-01,5.8,2.99,58.66,Alto Risco
100000000198,2025-12-01,5.0,4.73,58.88,Alto Risco
100000000198,2026-01-01,3.8,2.27,60.0,Alto Risco
100000000198,2026-02-01,5.7,4.1,57.42,Alto Risco
100000000199,2025-03-01,3.0,1.96,57.82,Alto Risco
100000000199,2025-04-01,3.0,3.86,58.39,Alto Risco
100000000199,2025-05-01,3.6,3.91,60.43,Alto Risco
100000000199,2025-06-01,5.1,2.74,55.94,Alto Risco
100000000199,2025-07-01,3.4,1.25,63.2,Alto Risco
100000000199,2025-08-01,4.8,3.99,55.02,Alto Risco
100000000199,2025-09-01,3.5,1.39,59.54,Alto Risco
100000000199,2025-10-01,5.8,1.43,57.34,Alto Risco
100000000199,2025-11-01,3.3,3.83,57.72,Alto Risco
100000000199,2025-12-01,5.1,4.37,54.72,Alto Risco
100000000199,2026-01-01,5.6,2.42,53.71,Alto Risco
100000000199,2026-02-01,5.9,4.8,49.34,Alto Risco
100000000200,2025-03-01,3.7,2.43,60.97,Alto Risco
100000000200,2025-04-01,5.5,2.12,55.2,Alto Risco
100000000200,2025-05-01,4.4,3.42,58.13,Alto Risco
100000000200,2025-06-01,4.5,3.76,56.98,Alto Risco
100000000200,2025-07-01,3.3,3.5,61.93,Alto Risco
100000000200,2025-08-01,5.6,1.08,57.31,Alto Risco
100000000200,2025-09-01,4.3,4.4,57.13,Alto Risco
100000000200,2025-10-01,5.4,3.3,54.43,Alto Risco
100000000200,2025-11-01,4.5,1.19,58.54,Alto Risco
100000000200,2025-12-01,3.6,2.93,59.8,Alto Risco
100000000200,2026-01-01,3.3,2.66,60.42,Alto Risco
100000000200,2026-02-01,5.7,3.4,52.39,Alto Risco
100000000201,2025-03-01,1.3,0.15,87.07,Confiável
100000000201,2025-04-01,0.2,0.07,89.04,Confiável
100000000201,2025-05-01,0.5,0.2,88.14,Confiável
100000000201,2025-06-01,1.7,0.52,84.78,Atenção
100000000201,2025-07-01,1.5,0.74,83.73,Atenção
100000000201,2025-08-01,1.1,0.92,89.57,Confiável
100000000201,2025-09-01,1.3,0.42,88.31,Confiável
100000000201,2025-10-01,1.0,0.79,87.67,Confiável
100000000201,2025-11-01,1.0,0.08,87.62,Confiável
100000000201,2025-12-01,1.0,0.73,84.97,Atenção
100000000201,2026-01-01,1.2,0.95,85.44,Confiável
100000000201,2026-02-01,0.6,0.88,86.64,Confiável
100000000202,2025-03-01,1.0,0.59,87.22,Confiável
100000000202,2025-04-01,1.4,0.56,85.44,Confiável
100000000202,2025-05-01,1.4,0.67,85.5,Confiável
100000000202,2025-06-01,0.1,0.18,92.37,Confiável
100000000202,2025-07-01,1.6,0.69,88.0,Confiável
100000000202,2025-08-01,0.2,0.63,89.65,Confiável
100000000202,2025-09-01,0.9,0.3,90.55,Confiável
100000000202,2025-10-01,0.7,0.81,89.26,Confiável
100000000202,2025-11-01,2.0,0.15,84.06,Atenção
100000000202,2025-12-01,1.9,0.97,83.67,Atenção
100000000202,2026-01-01,0.4,0.04,92.93,Confiável
100000000202,2026-02-01,0.7,0.11,91.54,Confiável
100000000203,2025-03-01,0.3,0.78,85.12,Confiável
100000000203,2025-04-01,0.1,0.83,85.41,Confiável
100000000203,2025-05-01,0.9,0.24,86.81,Confiável
100000000203,2025-06-01,0.8,0.54,87.48,Confiável
100000000203,2025-07-01,0.7,0.28,84.19,Atenção
100000000203,2025-08-01,1.6,0.61,81.37,Atenção
100000000203,2025-09-01,0.5,0.83,84.37,Atenção
100000000203,2025-10-01,1.2,0.57,80.48,Atenção
100000000203,2025-11-01,1.7,0.06,82.93,Atenção
100000000203,2025-12-01,0.7,0.59,81.45,Atenção
100000000203,2026-01-01,0.5,0.84,86.05,Confiável
100000000203,2026-02-01,0.5,0.89,87.16,Confiável
100000000204,2025-03-01,5.7,3.83,57.5,Alto Risco
100000000204,2025-04-01,3.1,2.48,69.06,Alto Risco
100000000204,2025-05-01,5.5,2.12,63.56,Alto Risco
100000000204,2025-06-01,6.0,2.53,62.26,Alto Risco
100000000204,2025-07-01,3.9,3.38,65.24,Alto Risco
100000000204,2025-08-01,4.1,4.03,59.91,Alto Risco
100000000204,2025-09-01,5.9,2.77,60.34,Alto Risco
100000000204,2025-10-01,3.3,2.13,69.59,Alto Risco
100000000204,2025-11-01,4.8,2.84,59.49,Alto Risco
100000000204,2025-12-01,3.9,1.54,66.21,Alto Risco
100000000204,2026-01-01,4.5,1.45,65.17,Alto Risco
100000000204,2026-02-01,4.7,2.23,66.84,Alto Risco
100000000205,2025-03-01,0.7,0.92,88.24,Confiável
100000000205,2025-04-01,0.0,0.04,91.02,Confiável
100000000205,2025-05-01,0.8,0.74,87.29,Confiável
100000000205,2025-06-01,0.9,0.71,91.92,Confiável
100000000205,2025-07-01,1.4,0.62,85.45,Confiável
100000000205,2025-08-01,1.6,0.93,82.88,Atenção
100000000205,2025-09-01,0.1,0.91,90.79,Confiável
100000000205,2025-10-01,1.2,0.17,90.78,Confiável
100000000205,2025-11-01,0.5,0.22,90.29,Confiável
100000000205,2025-12-01,1.8,0.65,83.82,Atenção
100000000205,2026-01-01,1.2,0.39,87.47,Confiável
100000000205,2026-02-01,0.1,0.26,89.38,Confiável
100000000206,2025-03-01,0.4,0.81,85.34,Confiável
100000000206,2025-04-01,1.7,0.48,81.63,Atenção
100000000206,2025-05-01,0.7,0.23,87.15,Confiável
100000000206,2025-06-01,1.4,0.03,83.92,Atenção
100000000206,2025-07-01,0.9,0.49,83.71,Atenção
100000000206,2025-08-01,0.4,0.66,87.75,Confiável
100000000206,2025-09-01,1.2,0.91,86.22,Confiável
100000000206,2025-10-01,0.3,0.12,86.55,Confiável
100000000206,2025-11-01,1.9,0.58,86.88,Confiável
100000000206,2025-12-01,0.1,0.75,85.54,Confiável
100000000206,2026-01-01,1.9,0.78,81.12,Atenção
100000000206,2026-02-01,0.1,0.77,92.84,Confiável
100000000207,2025-03-01,0.1,0.61,84.96,Atenção
100000000207,2025-04-01,0.6,0.01,84.3,Atenção
100000000207,2025-05-01,1.2,0.5,83.4,Atenção
100000000207,2025-06-01,0.4,0.35,84.68,Atenção
100000000207,2025-07-01,1.0,0.49,84.53,Atenção
100000000207,2025-08-01,1.0,0.85,82.28,Atenção
100000000207,2025-09-01,1.4,0.02,82.61,Atenção
100000000207,2025-10-01,1.0,0.4,88.3,Confiável
100000000207,2025-11-01,2.0,0.5,81.14,Atenção
100000000207,2025-12-01,0.1,0.95,89.98,Confiável
100000000207,2026-01-01,1.4,0.13,86.83,Confiável
100000000207,2026-02-01,0.2,0.05,87.43,Confiável
100000000208,2025-03-01,0.0,0.64,94.35,Confiável
100000000208,2025-04-01,0.3,0.17,94.07,Confiável
100000000208,2025-05-01,0.4,0.85,88.36,Confiável
100000000208,2025-06-01,0.2,0.29,95.87,Confiável
100000000208,2025-07-01,0.7,0.04,97.41,Confiável
100000000208,2025-08-01,0.5,0.32,89.19,Confiável
100000000208,2025-09-01,0.7,0.98,92.29,Confiável
100000000208,2025-10-01,2.0,0.33,85.88,Confiável
100000000208,2025-11-01,1.5,0.45,86.01,Confiável
100000000208,2025-12-01,0.9,0.74,91.04,Confiável
100000000208,2026-01-01,1.6,0.34,87.61,Confiável
100000000208,2026-02-01,2.0,0.51,89.55,Confiável
100000000209,2025-03-01,0.1,0.87,88.85,Confiável
100000000209,2025-04-01,2.0,0.4,85.5,Confiável
100000000209,2025-05-01,1.1,0.51,83.05,Atenção
100000000209,2025-06-01,0.2,0.36,91.79,Confiável
100000000209,2025-07-01,1.6,0.14,89.55,Confiável
100000000209,2025-08-01,1.9,0.17,84.57,Atenção
100000000209,2025-09-01,0.3,0.22,90.35,Confiável
100000000209,2025-10-01,0.6,0.93,89.69,Confiável
100000000209,2025-11-01,1.2,0.0,86.67,Confiável
100000000209,2025-12-01,1.6,0.0,90.62,Confiável
100000000209,2026-01-01,1.4,0.47,90.82,Confiável
100000000209,2026-02-01,0.6,0.59,88.23,Confiável
100000000210,2025-03-01,0.4,0.34,88.96,Confiável
100000000210,2025-04-01,1.1,0.61,89.25,Confiável
100000000210,2025-05-01,1.8,0.47,85.5,Confiável
100000000210,2025-06-01,0.9,0.09,86.0,Confiável
100000000210,2025-07-01,1.7,0.56,86.0,Confiável
100000000210,2025-08-01,1.9,0.63,86.76,Confiável
100000000210,2025-09-01,1.8,0.2,87.98,Confiável
100000000210,2025-10-01,0.4,0.24,92.35,Confiável
100000000210,2025-11-01,0.4,0.15,91.63,Confiável
100000000210,2025-12-01,0.9,0.99,90.13,Confiável
100000000210,2026-01-01,1.0,0.72,88.27,Confiável
100000000210,2026-02-01,0.5,0.89,89.63,Confiável
100000000211,2025-03-01,1.2,0.02,87.61,Confiável
100000000211,2025-04-01,1.5,0.74,84.25,Atenção
100000000211,2025-05-01,0.4,0.98,86.38,Confiável
100000000211,2025-06-01,1.9,0.32,87.5,Confiável
100000000211,2025-07-01,0.3,0.93,90.55,Confiável
100000000211,2025-08-01,1.0,0.25,84.74,Atenção
100000000211,2025-09-01,0.7,0.29,85.23,Confiável
